ahl,iptg,previous_state,time,data,ALL_meanGreen,ALL_meanRed,ALL_sdGreen,ALL_sdRed,ALL_cov,ALL_medianRed,ALL_medianGreen,ALL_modeRed,ALL_modeGreen,ALL_nEvent,gateRED_meanGreen,gateRED_meanRed,gateRED_sdGreen,gateRED_sdRed,gateRED_cov,gateRED_medianRed,gateRED_medianGreen,gateRED_modeRed,gateRED_modeGreen,gateRED_nEvent,gateRED_percentageEvent,gateGREEN_meanGreen,gateGREEN_meanRed,gateGREEN_sdGreen,gateGREEN_sdRed,gateGREEN_cov,gateGREEN_medianRed,gateGREEN_medianGreen,gateGREEN_modeRed,gateGREEN_modeGreen,gateGREEN_nEvent,gateGREEN_percentageEvent
4.57E-05,0.16,red,10,A,498.2691108,334.0305344,60.0269325,34.63391235,140.8308142,336,492,345,486,9301,255.8709677,330.1612903,30.67435621,27.70450839,146.3548387,330,251,328,216,31,0.333297495,499.0797195,334.0434736,58.43859865,34.65523284,137.680858,336,492,345,486,9270,99.66670251
1.52E-05,0.16,red,10,A,497.0894928,332.8916667,60.3301267,34.44432503,152.1990427,336,492,345,508,5520,262.9375,349.90625,26.22352736,46.68311802,214.0907258,342.5,260,359,270,32,0.579710145,498.4548105,332.7924563,57.75336536,34.34122825,175.2471349,336,492,345,508,5488,99.42028986
5.08E-06,0.16,red,10,A,499.3090608,334.149669,58.74010003,34.50068614,131.8158466,336,492,345,458,9668,271.3809524,340.5238095,21.94419329,27.43650679,-251.6095238,343,271,345,271,21,0.217211419,499.8052244,334.1357935,57.82356878,34.51433444,135.7943351,336,493,345,458,9647,99.78278858
0,0.16,red,10,A,495.4098627,333.913918,60.30437669,34.26025124,148.7782015,336,489,345,458,9247,257.9555556,330,27.57547952,40.47333578,12.75,345,258,327,258,45,0.486644317,496.5710715,333.933058,58.08317159,34.22859402,144.877272,336,489,345,458,9202,99.51335568
10,0.125,red,10,A,259.1103064,414.2977159,27.55269845,56.78053978,26.93662372,413,258,391,270,8975,258.2246701,414.6137329,23.04256998,56.61002941,101.0648709,413,258,391,270,8942,99.63231198,499.0909091,328.6666667,70.22346636,33.72190188,586.0625,325,484,307,447,33,0.367688022
0.1,0.125,red,10,A,259.5897778,433.8223333,23.57120433,59.97235251,179.4600572,432,260,401,258,9000,259.5230102,433.8781681,23.29842703,59.91023345,187.4350438,432,260,401,258,8996,99.95555556,409.75,308.25,94.85207782,78.04005382,1480.083333,311,395.5,311,531,4,0.044444444
0.033333333,0.125,red,10,A,261.2250752,440.5411751,23.7454985,59.82564878,254.0215007,438,263,435,271,8646,261.19528,440.5566867,23.65825659,59.82195731,256.391914,438,263,435,271,8644,99.97686792,390,373.5,60.81118318,44.54772721,-2709,373.5,390,342,433,2,0.023132084
0.011111111,0.125,red,10,A,263.3215797,430.2679831,25.85467205,55.24271932,260.0066947,429,263,389,257,9217,263.0412819,430.2758284,24.32603117,55.13295797,262.5777037,429,263,389,257,9205,99.86980579,478.3333333,424.25,120.0608432,115.8730693,-454.1818182,362,424,343,432,12,0.130194206
0.003703704,0.125,red,10,A,275.8886173,382.3776172,59.31348431,48.67803572,-353.9884415,379,265,389,250,9409,263.2275645,384.9771422,24.79262889,47.85801584,197.5983328,382,263,389,250,8881,94.38835158,488.8484848,338.6534091,65.63694462,40.97089201,234.8657927,339,484,357,505,528,5.611648422
0.001234568,0.125,red,10,A,429.9427253,346.4110983,99.85553073,42.4893286,-1119.361051,345,448,345,291,9533,282.7877069,374.5862884,28.42711872,44.86041107,125.446662,373,282,392,291,2115,22.18609042,471.9732938,338.3672781,68.12365931,38.14048329,46.17155282,340,469,345,469,7414,77.77195007
0.000411523,0.125,red,10,A,500.0637142,334.4123668,62.57150188,34.97792648,80.04809947,336,495.5,345,479,9574,270.8764045,364.3932584,31.06474918,46.68502241,214.9127937,355,267,350,244,89,0.929601003,502.214233,334.131049,58.69779299,34.73037999,143.8914707,336,496,345,479,9485,99.070399
0.000137174,0.125,red,10,A,498.2497592,333.7653291,60.27601242,35.24474174,163.4462459,336,493,345,486,9345,268.5151515,320.5151515,27.2053777,42.27153387,-58.21117424,327,265,327,250,33,0.353130016,499.063896,333.8122852,58.78615798,35.21120264,153.3987424,336,493,345,486,9312,99.64686998
4.57E-05,0.125,red,10,A,497.7537817,332.808471,60.18816359,34.95844609,161.1568398,335,491,345,486,8594,255.972973,330.4054054,27.37749125,35.61948551,33.42792793,330,258,299,258,37,0.43053293,498.8188406,332.8175549,58.12348169,34.9591566,159.4276108,335,492,345,486,8556,99.55783104
1.52E-05,0.125,red,10,A,503.9861646,333.6547384,59.01691248,35.17675935,111.3973242,336,499,345,469,9613,276.8888889,333.1111111,29.09077201,41.46583983,91.18412698,327.5,273,318,281,36,0.374492874,504.8398246,333.6567819,57.43155846,35.15353133,111.0169699,336,499,345,469,9577,99.62550713
5.08E-06,0.125,red,10,A,503.1733934,333.0430863,59.28047744,35.00100842,152.5829037,335,497,345,458,9539,262.9411765,330.8235294,24.56893971,37.75396474,-29.9197861,339.5,261.5,343,250,34,0.356431492,504.0327196,333.0510258,57.59733274,34.99266135,151.3183008,335,497,345,458,9505,99.64356851
0,0.125,red,10,A,493.7923333,333.2251195,59.82830835,34.66765275,165.6539235,335,487,345,458,9626,259.6060606,335.1515152,31.40654728,36.12488859,265.124053,345,262,348,250,33,0.342821525,494.597936,333.2184927,58.30197717,34.66431125,166.8967604,335,488,345,458,9593,99.65717847
10,0.09,red,10,A,260.43948,416.9624208,30.53762945,56.75465923,-15.98031453,415,258,389,265,9154,258.7184851,417.5741495,23.18644016,56.41789174,118.3878111,416,258,389,265,9083,99.22438278,480.6056338,338.7042254,51.3424021,44.1767212,163.038833,334,474,315,465,71,0.775617217
0.1,0.09,red,10,A,260.2372161,436.9425982,23.11033125,60.78484698,154.4434525,435,262,435,265,8937,260.1946279,436.9604924,22.93662379,60.77951861,157.8602758,435,262,435,265,8935,99.97762113,450.5,357,10.60660172,19.79898987,210,357,450.5,343,443,2,0.022378874
0.033333333,0.09,red,10,A,261.4657973,447.8032279,23.8647446,59.92856316,257.3973846,445,263,432,265,9356,261.4657973,447.8032279,23.8647446,59.92856316,257.3973846,445,263,432,265,9356,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
0.011111111,0.09,red,10,A,263.1646073,428.5772,26.07000491,55.56338388,264.9561283,426,263,392,257,9307,262.9026568,428.6365494,24.31248029,55.4477597,279.6126374,426,263,392,257,9297,99.89255399,506.7,373.4,162.0048353,115.3325626,102.5777778,339.5,453.5,337,387,10,0.107446008
0.003703704,0.09,red,10,A,268.6505105,381.5466953,34.76351358,48.77051342,97.20559471,378,265,345,250,9305,265.3767447,382.2048577,24.99293925,48.27115303,196.7549734,379,265,345,250,9099,97.78613649,413.2524272,352.4757282,75.09158226,60.59966106,-0.51091641,347,396,317,341,206,2.213863514
0.001234568,0.09,red,10,A,460.7986337,339.9371519,87.75333199,38.86447999,-644.4015574,340,473,345,458,9515,283.3466915,368.8732526,30.06152011,42.6326591,74.56637131,367,286,357,263,1073,11.27693116,483.3885071,336.2541469,63.63071775,36.76674853,0.643518456,337,482,345,458,8440,88.7020494
0.000411523,0.09,red,10,A,504.7238015,332.9370607,60.97491433,35.14206262,98.57378104,336,498,345,469,9533,268.0869565,352,26.452327,40.60924908,64.91111111,350,266,392,271,46,0.482534354,505.8711922,332.8446295,58.8199784,35.09073054,120.7248722,336,499,345,469,9487,99.51746565
0.000137174,0.09,red,10,A,505.3773842,333.0219032,58.26018755,35.29314318,105.5451343,334,500,345,479,9542,268.1515152,338.9090909,29.46833174,35.77216414,344.4829545,341,265,262,270,33,0.345839447,506.200652,333.0014723,56.63133993,35.29166588,109.6161328,334,501,345,479,9509,99.65416055
4.57E-05,0.09,red,10,A,498.9275317,333.4276888,59.18520902,34.82345401,133.5716339,336,494,345,496,9549,261.372093,339.0465116,27.20471183,40.0778727,165.696567,340,260,337,270,43,0.450308933,500.0021039,333.4022722,57.08776889,34.79824727,139.5095165,336,494,345,496,9506,99.54969107
1.52E-05,0.09,red,10,A,513.1344938,334.8094498,59.04786451,34.67250569,127.4955787,337,508,345,498,9651,251.1428571,337,21.93647171,23.97434526,-50.07692308,337.5,247.5,333,270,14,0.145062688,513.5150981,334.8062675,58.23398025,34.68640766,128.5834047,337,508,345,498,9637,99.85493731
5.08E-06,0.09,red,10,A,509.2405961,332.6137718,58.1990638,35.29186786,103.5643088,335,503,345,501,9730,271.5,339.0714286,25.6087425,33.31311658,-106.9615385,347,269,348,287,14,0.143884892,509.6051467,332.6177046,57.49096602,35.27309287,103.2552517,335,503,345,501,9715,99.84583762
0,0.09,red,10,A,498.252385,332.4163663,59.15278931,35.07635583,130.1510264,334,491,345,458,9434,264.2333333,340.1666667,27.70619666,35.10288654,495.1666667,343.5,264,366,263,30,0.317998728,498.9989366,332.3916419,57.72837561,35.07539862,134.8441898,334,491,345,458,9404,99.68200127
10,0.0625,red,10,A,259.1915984,414.7406648,30.02262333,58.09545596,4.282530009,413,258,389,258,8784,257.709293,415.2585081,23.11935636,57.83998215,117.0513219,413,258,389,258,8727,99.3510929,486.1403509,335.4561404,72.89141596,40.13062162,867.0241228,331,477,280,463,57,0.648907104
0.1,0.0625,red,10,A,259.5360667,437.3814953,24.72377968,60.1677336,187.01321,436,260,464,250,9122,259.3638657,437.4259544,23.62979714,60.14898218,199.210215,436,260,464,250,9116,99.93422495,521.1666667,369.8333333,122.3591708,54.57258164,-789.5666667,361,471.5,422,391,6,0.065775049
0.033333333,0.0625,red,10,A,261.4247004,446.3067041,26.03885033,59.63570728,216.8645461,445,263,435,251,9263,261.1019129,446.3869015,23.75366014,59.57357375,236.2241842,445,263,435,251,9253,99.89204361,560.1,372.1,136.0101712,73.76155277,4992.211111,347,522.5,339,684,10,0.107956386
0.011111111,0.0625,red,10,A,264.6150228,425.9930834,25.06031354,56.092438,317.9069938,423,265,392,258,7229,264.5872994,425.9521306,24.9509382,55.98813529,309.7423835,423,265,392,258,7228,99.98616683,465,722,NA,NA,NA,722,465,722,465,1,0.013833172
0.003703704,0.0625,red,10,A,269.849016,381.528659,39.64124179,47.50196599,93.74545464,379,265,350,265,9299,265.3290622,382.3067491,25.49736091,47.11296627,211.7491377,379,265,350,265,9053,97.35455425,436.1869919,352.8943089,84.1508218,52.72420549,646.6280073,352,424.5,348,347,246,2.645445747
0.001234568,0.0625,red,10,A,484.8734401,336.0076955,73.71731291,37.60842316,-358.6188908,337,488,345,458,9616,288.0363248,372.7735043,28.47826409,46.91442826,81.60781676,367,287.5,381,323,468,4.866888519,494.9942045,334.1117551,59.83641185,36.07341866,10.37969412,336,491,345,458,9145,95.10191348
0.000411523,0.0625,red,10,A,501.498116,332.7233619,58.9282862,35.13381553,102.3888329,335,495,345,501,9554,264.7073171,336.8780488,29.73486498,36.08060083,-192.4115854,333,265,328,263,41,0.429139627,502.5186587,332.7054557,56.93040081,35.1305637,107.8980532,335,495,345,501,9513,99.57086037
0.000137174,0.0625,red,10,A,499.6221026,331.6927773,57.75700535,36.00171736,78.48815303,334,494,345,469,9664,262.4130435,336.4130435,31.02585022,32.83126971,-140.063285,340,261.5,350,265,46,0.475993377,500.7566022,331.6702017,55.46976466,36.01628096,84.90027474,334,494,345,469,9618,99.52400662
4.57E-05,0.0625,red,10,A,508.2200987,332.5598026,58.62973457,35.27306492,83.90807118,334,503,345,473,9523,260.8947368,337.1315789,29.34767312,36.29993005,0.311522048,343,252,364,250,38,0.399033918,509.2109647,332.5414866,56.58431381,35.26966807,88.79170027,334,504,345,473,9485,99.60096608
1.52E-05,0.0625,red,10,A,505.1614186,332.746417,58.66517391,35.67271967,94.60549054,335,499,345,473,9559,264.3103448,337.5517241,27.57341298,40.35962109,187.5369458,346,265,359,265,29,0.303379015,505.8943337,332.7317943,57.20807125,35.65892412,97.87531922,334.5,499,345,473,9530,99.69662099
5.08E-06,0.0625,red,10,A,512.9756582,332.3057877,61.0338346,35.51866241,107.0601033,335,508,345,483,9572,267.6666667,337.1666667,29.43329476,41.39908282,258.3623188,337,270.5,290,229,24,0.2507313,513.5922706,332.2935693,59.83936609,35.50434204,109.7119373,334.5,508,345,483,9548,99.7492687
0,0.0625,red,10,A,501.6565931,332.5813029,59.73201522,34.95062034,118.2736874,334,495,345,488,9563,277.375,339.375,27.14620907,26.51006098,64.98333333,340,271,340,270,16,0.167311513,502.0324709,332.5699173,59.06169023,34.96300173,120.927962,334,495,345,488,9547,99.83268849
10,0,red,10,A,261.1085766,423.1684535,32.23588249,58.16217126,-85.42937923,422,260,421,263,8768,259.1213062,423.9399793,22.87228305,57.66274982,104.2107086,423,260,421,263,8697,99.19023723,504.5352113,328.6619718,67.55417529,38.52529546,-120.8307847,328,491,337,451,71,0.809762774
