ahl,iptg,previous_state,time,data,ALL_meanGreen,ALL_meanRed,ALL_sdGreen,ALL_sdRed,ALL_cov,ALL_medianRed,ALL_medianGreen,ALL_modeRed,ALL_modeGreen,ALL_nEvent,gateRED_meanGreen,gateRED_meanRed,gateRED_sdGreen,gateRED_sdRed,gateRED_cov,gateRED_medianRed,gateRED_medianGreen,gateRED_modeRed,gateRED_modeGreen,gateRED_nEvent,gateRED_percentageEvent,gateGREEN_meanGreen,gateGREEN_meanRed,gateGREEN_sdGreen,gateGREEN_sdRed,gateGREEN_cov,gateGREEN_medianRed,gateGREEN_medianGreen,gateGREEN_modeRed,gateGREEN_modeGreen,gateGREEN_nEvent,gateGREEN_percentageEvent
1.52E-05,0.125,green,10,B,511.6295419,333.5606794,64.64414852,36.14964577,269.2605399,336,504,345,498,9715,263.9130435,329.7826087,31.24960079,30.65045828,-34.15612648,337,255,369,229,23,0.236747298,512.2173958,333.5696451,63.56559743,36.16257331,267.7506715,336,504,345,498,9692,99.7632527
5.08E-06,0.125,green,10,B,510.7244192,333.5190501,63.38738927,36.37637671,249.8270699,336,504,345,488,9685,264.4615385,324.6923077,26.85024949,33.25253027,101.8205128,326,262,255,246,13,0.134228188,511.0554177,333.530914,62.77608594,36.3805254,247.1106845,336,504,345,488,9672,99.86577181
0,0.125,green,10,B,515.0361656,332.7569095,63.69073712,36.54359204,266.383741,336,509,345,488,9733,260.2692308,331.1923077,27.18169633,44.47023205,47.34615385,335,260,353,262,26,0.267132436,515.7185536,332.7611002,62.37900143,36.5227475,265.9047317,336,509,345,488,9707,99.73286756
10,0.09,green,10,B,296.4043306,475.4460754,90.23742503,70.55591081,-2709.143317,482,273,488,273,9606,267.9442943,488.8693148,25.3447726,58.89578131,195.262818,488,268,488,273,8509,88.58005413,517.1577028,371.3272562,106.3461747,66.71195514,713.6180517,357,508,345,525,1097,11.41994587
0.1,0.09,green,10,B,370.1764522,437.2279565,138.7068074,88.72453146,-7437.671092,443,294,345,267,9572,269.6484689,488.408049,29.57450199,65.19842687,86.35855275,492,268,477,267,5715,59.70539072,519.1721992,361.3677386,96.34958191,60.03294501,339.4222624,352,515,345,522,3856,40.28416214
0.033333333,0.09,green,10,B,441.448779,366.2540356,125.1336244,71.84845359,-4973.949679,350,466,345,221,9664,263.7993631,449.6954618,29.5680228,65.95483179,17.34110424,456,262,481,221,2512,25.99337748,503.8446588,336.946868,76.62888355,46.29578741,308.7459055,336,498,345,498,7152,74.00662252
0.011111111,0.09,green,10,B,502.4115723,333.3149663,64.5099931,36.79343326,145.8178045,334,497,345,498,9782,264.3272727,386.8909091,30.42176033,65.44001288,-472.6488215,391,262,401,248,55,0.562257207,503.7577876,333.0120284,62.10938669,36.3498571,221.8066357,334,497,345,498,9727,99.43774279
0.003703704,0.09,green,10,B,504.3590006,331.9174688,60.12560785,36.01304804,193.9443271,334,498,345,496,9766,270.6818182,334.6363636,31.84543978,31.26468486,442.1645022,339,267.5,339,267,22,0.22527135,504.8865969,331.91133,59.13956037,36.02422205,194.8670861,334,498,345,496,9744,99.77472865
0.001234568,0.09,green,10,B,509.1053065,332.8272025,63.15838253,36.5127241,259.5658078,336,503,345,470,9705,270.8421053,320.7368421,32.16323498,48.41354506,380.622807,323,267,359,267,19,0.195775374,509.5726822,332.8509189,62.31609626,36.4849411,253.7052094,336,503,345,470,9686,99.80422463
0.000411523,0.09,green,10,B,509.9772472,334.0309152,64.08556615,36.31007286,242.9597851,337,503,345,470,9801,282,336.0555556,22.51012844,35.44585303,-136.1764706,341.5,273.5,340,268,18,0.183654729,510.3967086,334.02719,63.38630042,36.31330866,244.494426,337,503,345,470,9783,99.81634527
0.000137174,0.09,green,10,B,509.4987735,333.0591783,63.76665621,36.65591091,223.0403976,336,504,345,462,9784,268.0555556,354.3888889,39.13546943,32.18538011,-13.43464052,352.5,265,331,221,18,0.183973835,509.9437846,333.0198648,62.95523336,36.65363565,232.9853462,336,504,345,462,9766,99.81602617
4.57E-05,0.09,green,10,B,511.0353099,333.1506074,64.20166744,36.32535503,259.802362,336,504,345,497,9714,263.9375,325.6875,30.04767046,39.04991464,-252.0208333,338,260,357,260,16,0.164710727,511.4429779,333.1629202,63.45351087,36.3215882,257.5730736,336,504,345,497,9698,99.83528927
1.52E-05,0.09,green,10,B,515.3471513,332.8408209,66.45841475,36.49353771,297.9354854,335,508,345,512,9794,275.4545455,345.9545455,30.11205624,45.52914009,299.3549784,341.5,268,333,268,22,0.224627323,515.8872288,332.8112976,65.5351132,36.46825585,305.0620254,335,508,345,512,9772,99.77537268
5.08E-06,0.09,green,10,B,526.7212508,335.7920181,71.16183997,36.85585188,382.1633956,339,518,345,477,9722,263.8,332.5333333,24.09564276,32.73893852,-46.74285714,330,268,330,268,15,0.154289241,527.1275368,335.7970537,70.45565112,36.86313339,381.4952862,339,518,345,477,9707,99.84571076
0,0.09,green,10,B,529.7621727,335.1721563,72.00875909,37.09506038,423.6572136,337,521,345,498,9776,260.1428571,330.9285714,23.67360472,50.54847527,-16.6043956,325.5,257.5,293,255,14,0.143207856,530.1488425,335.1782422,71.32698113,37.07543992,422.643583,337,521,345,498,9762,99.85679214
10,0.0625,green,10,B,504.3498161,355.0648754,119.5679478,65.08489933,-4225.708607,343,524,345,516,9788,265.251768,467.2008487,27.25256529,60.35927443,13.06333891,473,267,470,255,1414,14.44626073,544.722952,336.1300454,72.80809967,43.06378519,350.8368214,336,538,345,516,8374,85.55373927
0.1,0.0625,green,10,B,550.7199468,337.849785,83.97240486,44.35005821,-717.0189286,337,550,345,525,9766,265.1362007,456.3261649,27.54778872,69.85430158,81.95541631,460,267,483,267,279,2.856850297,559.1185833,334.3655529,69.04495902,38.1679272,283.9013022,336,553,345,525,9487,97.1431497
0.033333333,0.0625,green,10,B,530.2323418,334.0941429,66.59520227,36.56797724,176.9053377,336,525,345,516,9783,257.3488372,396.2093023,26.50595955,85.86300222,307.0204873,401,260,255,274,43,0.439537974,531.4370637,333.8199179,64.19687191,35.97522013,251.5319447,336,526,345,516,9740,99.56046203
0.011111111,0.0625,green,10,B,514.3067672,331.4136771,61.58749659,36.64854538,197.3746643,334,509,345,498,9812,266.5454545,339.3181818,31.74560678,22.98941032,174.8181818,335,262,314,246,22,0.224215247,514.8635342,331.3959142,60.50713057,36.67233136,201.8545246,334,509,345,498,9790,99.77578475
0.003703704,0.0625,green,10,B,510.1840416,331.5620096,62.29971711,36.43224046,202.3693448,334,504,345,504,9813,269.2916667,339.7083333,28.67581797,42.11111509,283.0887681,341,267,332,267,24,0.244573525,510.774645,331.542037,61.20624161,36.41747554,207.0238796,334,504,345,504,9789,99.75542648
0.001234568,0.0625,green,10,B,512.537905,332.6223762,62.90355936,35.60586603,174.7757542,334,507,345,514,9814,266.7894737,325.4736842,30.63509053,26.02001029,39.93859649,327,268,306,274,19,0.193600978,513.0145993,332.636243,62.01147479,35.6215314,171.626712,334,507,345,514,9795,99.80639902
0.000411523,0.0625,green,10,B,512.5107796,331.8481659,64.59565126,36.35221289,245.0995318,334,505,345,490,9787,260.1666667,322.6111111,26.09766724,40.27280339,561.4215686,331.5,264,349,278,18,0.183917442,512.9757396,331.8651858,63.73024196,36.34471507,240.2708895,334,505,345,490,9769,99.81608256
0.000137174,0.0625,green,10,B,512.9703355,332.2727087,64.28843046,36.14402132,225.4777581,335,507,345,472,9776,254.2941176,345.7647059,29.37636104,24.516651,283.5110294,348,248,348,260,17,0.173895254,513.4209448,332.2492059,63.41932462,36.15747471,231.4965426,335,507,345,472,9759,99.82610475
4.57E-05,0.0625,green,10,B,523.8296304,334.2354868,70.52829558,36.56886706,296.1926941,336,517,345,498,9767,244,333.3076923,17.21433511,30.94183957,-3.416666667,331,246,370,221,13,0.133101259,524.2025836,334.2367234,69.82831085,36.57711594,296.2451794,336,517,345,498,9754,99.86689874
1.52E-05,0.0625,green,10,B,519.5040253,333.5061653,67.38720936,36.21344309,258.8809118,336,512,345,490,9813,264,320.4666667,31.56625685,39.73279801,295.7857143,314,257,280,218,15,0.152858453,519.8951827,333.5261278,66.68177606,36.20641719,253.7457725,336,512,345,490,9798,99.84714155
5.08E-06,0.0625,green,10,B,518.7348524,332.4204557,66.25596229,36.39686726,275.1275376,334,511,345,498,9787,265.75,342.3333333,22.5353258,46.06780247,195.6363636,346.5,264.5,312,246,12,0.122611628,519.045422,332.4082864,65.69624577,36.38473778,278.3278822,334,511,345,498,9775,99.87738837
0,0.0625,green,10,B,521.6344898,332.167551,66.87023099,36.51308975,280.7597885,334,515,345,492,9800,256.2857143,325.5,22.1513277,40.55338362,-20,331.5,261,345,253,14,0.142857143,522.0141018,332.1770897,66.15504315,36.5084182,278.6530978,334,515,345,492,9786,99.85714286
10,0,green,10,B,563.0984301,327.7319769,87.48715561,36.72927599,77.34980127,330,549,345,527,9682,253.703125,323.03125,27.65988424,43.65556702,350.6760913,327,248,293,221,64,0.66102045,565.1572052,327.7632564,84.01575083,36.67948506,65.824161,330,549,345,527,9618,99.33897955
0.1,0,green,10,B,560.4068422,328.5739015,73.33276156,36.75672588,47.26597658,331,550,345,533,9763,264.3777778,328.4,28.4375623,37.51327038,252.0272727,324,267,314,273,45,0.460923896,561.7776291,328.5747067,70.64858559,36.75515429,46.10414132,331,550,345,533,9718,99.5390761
